Id,items-links-href,Address,Address-city,Price,Year,SqMtr,Rooms,Code
1547411458-1282,https://www.funda.nl/koop/verkocht/delft/appartement-40690655-machteld-van-meterenlaan-53/?navigateSource=resultlist,Machteld van Meterenlaan 53,2628 LN Delft,"375,000",2001,109,3,2628
1547412995-1622,https://www.funda.nl/koop/verkocht/delft/huis-40994986-jan-de-wittstraat-54/?navigateSource=resultlist,Jan de Wittstraat 54,2613 TS Delft,"229,000",1921,55,3,2613
1547408948-731,https://www.funda.nl/koop/verkocht/delft/huis-49024117-wissingstraat-11/?navigateSource=resultlist,Wissingstraat 11,2628 ZR Delft,"440,000",2018,164,7,2628
1547412349-1478,https://www.funda.nl/koop/verkocht/delft/huis-40873727-liberiastraat-1/?navigateSource=resultlist,Liberiastraat 1,2622 DE Delft,"289,000",1984,117,5,2622
1547412952-1612,https://www.funda.nl/koop/verkocht/delft/huis-40849008-buitenwatersloot-146/?navigateSource=resultlist,Buitenwatersloot 146,2613 SV Delft,"199,000",1906,38,3,2613
1547408677-673,https://www.funda.nl/koop/verkocht/delft/appartement-40581338-akropolishof-12/?navigateSource=resultlist,Akropolishof 12,2624 NJ Delft,"269,000",2010,92,4,2624
1547409283-804,https://www.funda.nl/koop/verkocht/delft/huis-49378096-marlot-de-zeel-bouwnr-3/?navigateSource=resultlist,Marlot De Zeel (Building No. 3),2614 Delft,"328,000",2018,123,5,2614
1547412631-1541,https://www.funda.nl/koop/verkocht/delft/appartement-40662215-bouwnummer-bouwnr-429/?navigateSource=resultlist,Building number (Building No. 429),2611 BV Delft,"210,000",2018,39,1,2611
1547407951-513,https://www.funda.nl/koop/verkocht/delft/huis-40499730-kalfjeslaan-95/?navigateSource=resultlist,Kalfjeslaan 95,2623 AD Delft,"265,000",1977,104,4,2623
1547411255-1237,https://www.funda.nl/koop/verkocht/delft/appartement-40589042-guldenwater-2-bouwnr-253/?navigateSource=resultlist,Guldenwater 2 (Building No. 253),2613 JV Delft,"312,000",2018,77,3,2613
1547408723-683,https://www.funda.nl/koop/verkocht/delft/huis-49152072-van-walsumhof-6/?navigateSource=resultlist,Van Walsumhof 6,2625 NP Delft,"385,000",2000,147,4,2625
1547408685-675,https://www.funda.nl/koop/verkocht/delft/huis-40435706-anna-beijerstraat-19/?navigateSource=resultlist,Anna Beijerstraat 19,2613 DP Delft,"350,000",1900,107,6,2613
1547412982-1619,https://www.funda.nl/koop/verkocht/delft/appartement-40880402-kruisstraat-8/?navigateSource=resultlist,Kruisstraat 8,2611 MJ Delft,"295,000",1980,102,4,2611
1547408681-674,https://www.funda.nl/koop/verkocht/delft/appartement-40552404-delfgauwseweg-119/?navigateSource=resultlist,Delfgauwseweg 119,2628 EK Delft,"200,000",1915,57,3,2628
1547413120-1644,https://www.funda.nl/koop/verkocht/delft/huis-40814704-delfgauwseweg-53/?navigateSource=resultlist,Delfgauwseweg 53,2628 EH Delft,"259,000",1901,88,3,2628
1547410594-1090,https://www.funda.nl/koop/verkocht/delft/appartement-40719438-westvest-205/?navigateSource=resultlist,Westvest 205,2611 BZ Delft,"250,000",1985,81,3,2611
1547411660-1327,https://www.funda.nl/koop/verkocht/delft/appartement-40856681-aart-van-der-leeuwlaan-75/?navigateSource=resultlist,Aart van der Leeuwlaan 75,2624 PL Delft,"195,000",1971,89,4,2624
1547407905-502,https://www.funda.nl/koop/verkocht/delft/huis-40405378-cornelis-trompstraat-86-88/?navigateSource=resultlist,Cornelis Trompstraat 86 88,2628 RS Delft,"675,000",1922,198,8,2628
1547412437-1498,https://www.funda.nl/koop/verkocht/delft/huis-40868316-houthaak-5/?navigateSource=resultlist,Houthaak 5,2611 LD Delft,"245,000",1890,59,2,2611
1547410193-1001,https://www.funda.nl/koop/verkocht/delft/appartement-40537717-herman-gorterhof-105/?navigateSource=resultlist,Herman Gorterhof 105,2624 XJ Delft,"165,000",1966,70,3,2624
1547411243-1234,https://www.funda.nl/koop/verkocht/delft/appartement-40589048-guldenwater-2-bouwnr-243/?navigateSource=resultlist,Guldenwater 2 (Building No. 243),2613 JV Delft,"299,000",2018,77,3,2613
1547407740-466,https://www.funda.nl/koop/verkocht/delft/appartement-40457133-hooikade-17/?navigateSource=resultlist,Hooikade 17,2627 AB Delft,"249,500",1987,73,3,2627
1547410910-1160,https://www.funda.nl/koop/verkocht/delft/huis-40662187-van-zuylen-van-nijeveltstraat-1/?navigateSource=resultlist,Van Zuylen van Nijeveltstraat 1,2613 CW Delft,"319,000",1930,84,4,2613
1547410062-972,https://www.funda.nl/koop/verkocht/delft/appartement-40686651-palmyraplaats-70/?navigateSource=resultlist,Palmyraplaats 70,2624 NN Delft,"199,000",2011,72,3,2624
1547409629-877,https://www.funda.nl/koop/verkocht/delft/appartement-40514512-bosboom-toussaintplein-32/?navigateSource=resultlist,Bosboom-Toussaintplein 32,2624 DD Delft,"139,000",1966,66,3,2624
1547412902-1601,https://www.funda.nl/koop/verkocht/delft/huis-86293419-van-bronckhorststraat-7/?navigateSource=resultlist,Van Bronckhorststraat 7,2612 XT Delft,"279,000",1910,82,3,2612
1547410716-1117,https://www.funda.nl/koop/verkocht/delft/appartement-86041244-bosboom-toussaintplein-178/?navigateSource=resultlist,Bosboom-Toussaintplein 178,2624 DL Delft,"139,000",1965,65,3,2624
1547410830-1143,https://www.funda.nl/koop/verkocht/delft/huis-40589914-floris-bouwnr-9/?navigateSource=resultlist,Floris (Building No. 9),2613 JV Delft,"530,000",2018,152,6,2613
1547410547-1080,https://www.funda.nl/koop/verkocht/delft/appartement-40660207-persijnlaan-56/?navigateSource=resultlist,Persijnlaan 56,2614 AC Delft,"169,000",1959,65,3,2614
1547412623-1539,https://www.funda.nl/koop/verkocht/delft/appartement-40806551-parallelweg-3/?navigateSource=resultlist,Parallelweg 3,2613 SL Delft,"235,000",1930,63,2,2613
1547413067-1633,https://www.funda.nl/koop/verkocht/delft/appartement-40927300-adama-van-scheltemaplein-19/?navigateSource=resultlist,Adama van Scheltemaplein 19,2624 PE Delft,"220,000",1972,103,4,2624
1547408474-628,https://www.funda.nl/koop/verkocht/delft/appartement-40447155-jacob-catsstraat-11/?navigateSource=resultlist,Jacob Catsstraat 11,2613 HA Delft,"225,000",1929,80,4,2613
1547409434-838,https://www.funda.nl/koop/verkocht/delft/appartement-40428859-bosboom-toussaintplein-86/?navigateSource=resultlist,Bosboom-Toussaintplein 86,2624 DG Delft,"145,000",1968,65,3,2624
1547408052-535,https://www.funda.nl/koop/verkocht/delft/huis-49383480-gelukkig-slot-bouwnr-3/?navigateSource=resultlist,Happy Slot (Building No. 3),2614 SR Delft,"345,000",2018,125,7,2614
1547412881-1596,https://www.funda.nl/koop/verkocht/delft/huis-40832188-lookwatering-47/?navigateSource=resultlist,Lookwatering 47,2614 KA Delft,"985,000",1909,238,5,2614
1547409249-797,https://www.funda.nl/koop/verkocht/delft/appartement-40533385-vulcanusweg-77/?navigateSource=resultlist,Vulcanusweg 77,2624 AS Delft,"123,250",1969,105,5,2624
1547410602-1092,https://www.funda.nl/koop/verkocht/delft/huis-40606958-hof-van-zilverlicht-16/?navigateSource=resultlist,Court of Silver Light 16,2614 TW Delft,"325,000",1994,122,6,2614
1547408441-620,https://www.funda.nl/koop/verkocht/delft/appartement-40449461-hendrik-tollensstraat-250/?navigateSource=resultlist,Hendrik Tollensstraat 250,2624 BP Delft,"125,000",1967,66,4,2624
1547409721-896,https://www.funda.nl/koop/verkocht/delft/appartement-40657899-boterbrug-1/?navigateSource=resultlist,Boterbrug 1,2611 CJ Delft,"375,000",1906,107,6,2611
1547411930-1387,https://www.funda.nl/koop/verkocht/delft/appartement-40662291-bouwnummer-bouwnr-235/?navigateSource=resultlist,Building number (Building No. 235),2611 BV Delft,"193,000",2018,37,1,2611
1547408271-584,https://www.funda.nl/koop/verkocht/delft/huis-49330168-paxlaan-3/?navigateSource=resultlist,Paxlaan 3,2613 GC Delft,"475,000",1906,150,5,2613
1547408382-607,https://www.funda.nl/koop/verkocht/delft/appartement-49333337-balistraat-31/?navigateSource=resultlist,Balistraat 31,2612 EE Delft,"185,000",1961,73,3,2612
1547413072-1634,https://www.funda.nl/koop/verkocht/delft/appartement-40915839-persijnlaan-28/?navigateSource=resultlist,Persijnlaan 28,2614 AB Delft,"169,000",1957,64,3,2614
1547410661-1105,https://www.funda.nl/koop/verkocht/delft/huis-40615496-plateelstraat-15/?navigateSource=resultlist,Plateelstraat 15,2613 PR Delft,"325,000",1906,85,6,2613
1547408048-534,https://www.funda.nl/koop/verkocht/delft/huis-49383489-gelukkig-slot-bouwnr-2/?navigateSource=resultlist,Happy Slot (Building No. 2),2614 SR Delft,"345,000",2018,125,7,2614
1547409036-751,https://www.funda.nl/koop/verkocht/delft/appartement-86808836-hendrik-tollensstraat-406/?navigateSource=resultlist,Hendrik Tollensstraat 406,2624 BX Delft,"147,500",1968,66,4,2624
1547409304-809,https://www.funda.nl/koop/verkocht/delft/huis-49378091-marlot-de-zeel-bouwnr-8/?navigateSource=resultlist,Marlot De Zeel (Building No. 8),2614 Delft,"342,000",2018,123,5,2614
1547412826-1584,https://www.funda.nl/koop/verkocht/delft/appartement-40878900-aart-van-der-leeuwlaan-1004/?navigateSource=resultlist,Aart van der Leeuwlaan 1004,2624 LZ Delft,"200,000",1972,104,4,2624
1547412978-1618,https://www.funda.nl/koop/verkocht/delft/huis-40686136-rotterdamseweg-105/?navigateSource=resultlist,Rotterdamseweg 105,2628 AK Delft,"1,245,000",1915,300,10,2628
1547413217-1664,https://www.funda.nl/koop/verkocht/delft/appartement-40992356-van-adrichemstraat-203/?navigateSource=resultlist,Van Adrichemstraat 203,2614 BN Delft,"139,500",1965,50,2,2614
1547412564-1526,https://www.funda.nl/koop/verkocht/delft/appartement-40806243-oostblok-29/?navigateSource=resultlist,Eastern block 29,2612 KL Delft,"152,500",1982,65,3,2612
1547410488-1067,https://www.funda.nl/koop/verkocht/delft/appartement-40500929-chilipad-13/?navigateSource=resultlist,Chilipad 13,2622 AZ Delft,"298,800",2018,83,3,2622
1547411555-1304,https://www.funda.nl/koop/verkocht/delft/appartement-40859129-bosboom-toussaintplein-152/?navigateSource=resultlist,Bosboom-Toussaintplein 152,2624 DK Delft,"160,000",1965,65,4,2624
1547408660-669,https://www.funda.nl/koop/verkocht/delft/huis-40432684-floresstraat-24/?navigateSource=resultlist,Floresstraat 24,2612 GK Delft,"299,000",1931,91,4,2612
1547408208-570,https://www.funda.nl/koop/verkocht/delft/huis-49383426-gelukkig-slot-bouwnr-21/?navigateSource=resultlist,Happy Slot (Building No. 21),2614 SR Delft,"379,000",2018,131,5,2614
1547412353-1479,https://www.funda.nl/koop/verkocht/delft/huis-40694239-annastraat-17/?navigateSource=resultlist,Annastraat 17,2611 VV Delft,"575,000",1883,176,6,2611
1547407728-463,https://www.funda.nl/koop/verkocht/delft/appartement-49346518-insulindeweg-244/?navigateSource=resultlist,Insulindeweg 244,2612 EN Delft,"325,000",1935,101,3,2612
1547412168-1438,https://www.funda.nl/koop/verkocht/delft/appartement-40500900-chilipad-25/?navigateSource=resultlist,Chilipad 25,2622 AZ Delft,"276,400",2018,73,3,2622
1547413280-1678,https://www.funda.nl/koop/verkocht/delft/appartement-40907849-van-der-lelijstraat-23/?navigateSource=resultlist,Van der Lelijstraat 23,2614 ED Delft,"189,500",1959,85,4,2614
1547411736-1344,https://www.funda.nl/koop/verkocht/delft/huis-86018458-moutmolen-9/?navigateSource=resultlist,Moutmolen 9,2614 LT Delft,"398,000",2007,128,6,2614
1547409443-840,https://www.funda.nl/koop/verkocht/delft/appartement-40543491-van-adrichemstraat-41/?navigateSource=resultlist,Van Adrichemstraat 41,2614 BJ Delft,"80,500",1965,31,1,2614
1547408191-566,https://www.funda.nl/koop/verkocht/delft/huis-49383412-gelukkig-slot-bouwnr-17/?navigateSource=resultlist,Happy Slot (Building No. 17),2614 SR Delft,"376,000",2018,131,5,2614
1547412298-1467,https://www.funda.nl/koop/verkocht/delft/appartement-40852113-montgomerylaan-238/?navigateSource=resultlist,Montgomerylaan 238,2625 PV Delft,"192,500",1973,95,5,2625
1547409532-857,https://www.funda.nl/koop/verkocht/delft/appartement-40444953-ternatestraat-95/?navigateSource=resultlist,Ternatestraat 95,2612 AZ Delft,"196,000",1934,63,3,2612
1547413171-1654,https://www.funda.nl/koop/verkocht/delft/appartement-40837471-chopinlaan-18/?navigateSource=resultlist,Chopinlaan 18,2625 WD Delft,"106,250",1970,85,4,2625
1547409641-880,https://www.funda.nl/koop/verkocht/delft/appartement-40664248-hendrik-tollensstraat-230/?navigateSource=resultlist,Hendrik Tollensstraat 230,2624 BN Delft,"139,500",1968,65,4,2624
1547411247-1235,https://www.funda.nl/koop/verkocht/delft/appartement-40589049-guldenwater-2-bouwnr-244/?navigateSource=resultlist,Guldenwater 2 (Building No. 244),2613 JV Delft,"516,000",2018,121,4,2613
1547408876-715,https://www.funda.nl/koop/verkocht/delft/appartement-40425053-adama-van-scheltemaplein-4/?navigateSource=resultlist,Adama van Scheltemaplein 4,2624 PE Delft,"169,000",1973,91,3,2624
1547409104-766,https://www.funda.nl/koop/verkocht/delft/appartement-40582202-bosboom-toussaintplein-268/?navigateSource=resultlist,Bosboom-Toussaintplein 268,2624 DR Delft,"147,500",1965,65,4,2624
1547412488-1509,https://www.funda.nl/koop/verkocht/delft/huis-40876633-timorstraat-4/?navigateSource=resultlist,Timorstraat 4,2612 EJ Delft,"475,000",1937,126,5,2612
1547407698-456,https://www.funda.nl/koop/verkocht/delft/appartement-49375917-westplantsoen-154/?navigateSource=resultlist,Westplantsoen 154,2613 GR Delft,"475,000",1944,190,6,2613
1547408588-653,https://www.funda.nl/koop/verkocht/delft/huis-40576175-sint-olofslaan-12-14/?navigateSource=resultlist,Sint Olofslaan 12 14,2613 EJ Delft,"385,000",1900,140,6,2613
1547409944-946,https://www.funda.nl/koop/verkocht/delft/appartement-40676793-aart-van-der-leeuwlaan-1116/?navigateSource=resultlist,Aart van der Leeuwlaan 1116,2624 MC Delft,"239,000",1972,116,5,2624
1547409232-793,https://www.funda.nl/koop/verkocht/delft/appartement-49367758-jacoba-van-beierenlaan-157/?navigateSource=resultlist,Jacoba van Beierenlaan 157,2613 JE Delft,"89,000",1964,23,1,2613
1547412618-1538,https://www.funda.nl/koop/verkocht/delft/huis-40893881-tibetstraat-36/?navigateSource=resultlist,Tibetstraat 36,2622 JV Delft,"315,000",1988,123,7,2622
1547408065-538,https://www.funda.nl/koop/verkocht/delft/huis-49383493-gelukkig-slot-bouwnr-6/?navigateSource=resultlist,Happy Slot (Building No. 6),2614 SR Delft,"410,000",2018,175,7,2614
1547410172-996,https://www.funda.nl/koop/verkocht/delft/huis-40505050-singelstraat-35/?navigateSource=resultlist,Singelstraat 35,2613 EM Delft,"410,000",1895,116,4,2613
1547407959-514,https://www.funda.nl/koop/verkocht/delft/appartement-40415572-jacoba-van-beierenlaan-179/?navigateSource=resultlist,Jacoba van Beierenlaan 179,2613 JE Delft,"99,000",1961,23,1,2613
1547407770-472,https://www.funda.nl/koop/verkocht/delft/appartement-86883544-bosboom-toussaintplein-65/?navigateSource=resultlist,Bosboom-Toussaintplein 65,2624 DG Delft,"135,000",1967,67,4,2624
1547411466-1284,https://www.funda.nl/koop/verkocht/delft/appartement-40500913-chilipad-5/?navigateSource=resultlist,Chilipad 5,2622 AZ Delft,"272,400",2018,74,3,2622
1547407601-435,https://www.funda.nl/koop/verkocht/delft/appartement-40405716-koningin-emmalaan-27/?navigateSource=resultlist,Queen Emmalaan 27,2628 VL Delft,"135,000",1935,43,2,2628
1547407804-480,https://www.funda.nl/koop/verkocht/delft/huis-40453295-hovenierstraat-18/?navigateSource=resultlist,Hovenierstraat 18,2613 RN Delft,"275,000",1878,71,4,2613
1547411289-1245,https://www.funda.nl/koop/verkocht/delft/huis-40865132-tuinstraat-23/?navigateSource=resultlist,Tuinstraat 23,2613 RB Delft,"215,000",1880,66,3,2613
1547412872-1594,https://www.funda.nl/koop/verkocht/delft/appartement-40426552-oude-delft-91-a/?navigateSource=resultlist,Oude Delft 91 a,2611 BD Delft,"239,000",1900,60,2,2611
1547412378-1485,https://www.funda.nl/koop/verkocht/delft/huis-40596742-burgemeestersrand-194/?navigateSource=resultlist,Burgemeestersrand 194,2625 NZ Delft,"305,000",1998,112,5,2625
1547412092-1421,https://www.funda.nl/koop/verkocht/delft/huis-40524435-klinkerbuurt-3-fase-2-bouwnr-115/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 115),2628 ZS Delft,"530,000",2018,177,5,2628
1547407922-506,https://www.funda.nl/koop/verkocht/delft/appartement-40414277-palmyraplaats-86/?navigateSource=resultlist,Palmyraplaats 86,2624 NN Delft,"185,000",2012,72,3,2624
1547408918-724,https://www.funda.nl/koop/verkocht/delft/appartement-40588685-vestpoort-27/?navigateSource=resultlist,Vestpoort 27,2611 ME Delft,"250,000",1980,82,2,2611
1547411331-1254,https://www.funda.nl/koop/verkocht/delft/appartement-40635838-de-groene-haven-77/?navigateSource=resultlist,De Groene Haven 77,2627 CC Delft,"325,000",1997,93,3,2627
1547408326-596,https://www.funda.nl/koop/verkocht/delft/huis-40484561-tak-van-poortvlietstraat-21/?navigateSource=resultlist,Tak van Poortvlietstraat 21,2613 WG Delft,"315,000",1938,100,5,2613
1547409586-868,https://www.funda.nl/koop/verkocht/delft/huis-40525320-hoefslagendreef-86/?navigateSource=resultlist,Hoefslagendreef 86,2614 MM Delft,"345,000",2014,120,5,2614
1547410758-1127,https://www.funda.nl/koop/verkocht/delft/huis-40619173-roellstraat-22/?navigateSource=resultlist,Röellstraat 22,2613 WE Delft,"325,000",1941,91,4,2613
1547409784-910,https://www.funda.nl/koop/verkocht/delft/appartement-40662297-bouwnummer-bouwnr-231/?navigateSource=resultlist,Building number (Building No. 231),2611 BV Delft,"199,000",2018,39,1,2611
1547409215-789,https://www.funda.nl/koop/verkocht/delft/appartement-40509413-knuttelstraat-18/?navigateSource=resultlist,Knuttelstraat 18,2613 XX Delft,"189,000",1962,77,4,2613
1547408855-710,https://www.funda.nl/koop/verkocht/delft/appartement-49340503-vlamingstraat-63-a/?navigateSource=resultlist,Vlamingstraat 63 a,2611 KS Delft,"345,000",1944,94,3,2611
1547409032-750,https://www.funda.nl/koop/verkocht/delft/huis-40434916-kalkoenstraat-2/?navigateSource=resultlist,Kalkoenstraat 2,2623 AN Delft,"225,000",1978,80,3,2623
1547413032-1630,https://www.funda.nl/koop/verkocht/delft/appartement-40056638-aart-van-der-leeuwlaan-1118/?navigateSource=resultlist,Aart van der Leeuwlaan 1118,2624 MC Delft,"200,000",1973,103,4,2624
1547408082-542,https://www.funda.nl/koop/verkocht/delft/huis-49383497-gelukkig-slot-bouwnr-10/?navigateSource=resultlist,Happy Slot (Building No. 10),2614 SR Delft,"345,000",2018,125,7,2614
1547408859-711,https://www.funda.nl/koop/verkocht/delft/appartement-40573036-ezelsveldlaan-212/?navigateSource=resultlist,Ezelsveldlaan 212,2611 DK Delft,"280,000",2007,83,3,2611
1547409649-882,https://www.funda.nl/koop/verkocht/delft/appartement-40527525-van-der-haertstraat-62/?navigateSource=resultlist,Van der Haertstraat 62,2613 ZC Delft,"179,000",1966,64,3,2613
1547413192-1658,https://www.funda.nl/koop/verkocht/delft/huis-40841297-de-genestetstraat-11/?navigateSource=resultlist,De Genestetstraat 11,2612 RL Delft,"347,500",1914,113,4,2612
1547411205-1226,https://www.funda.nl/koop/verkocht/delft/appartement-40589021-guldenwater-2-bouwnr-213/?navigateSource=resultlist,Guldenwater 2 (Building No. 213),2613 JV Delft,"283,000",2018,77,3,2613
1547409278-803,https://www.funda.nl/koop/verkocht/delft/huis-49378095-marlot-de-zeel-bouwnr-2/?navigateSource=resultlist,Marlot De Zeel (Building No. 2),2614 Delft,"327,000",2018,123,5,2614
1547408964-735,https://www.funda.nl/koop/verkocht/delft/appartement-40579890-syriesingel-5/?navigateSource=resultlist,Syriësingel 5,2622 HL Delft,"165,000",1986,76,3,2622
1547409287-805,https://www.funda.nl/koop/verkocht/delft/huis-49378097-marlot-de-zeel-bouwnr-4/?navigateSource=resultlist,Marlot De Zeel (Building No. 4),2614 Delft,"327,000",2018,123,5,2614
1547408403-612,https://www.funda.nl/koop/verkocht/delft/appartement-40448197-gandhilaan-23/?navigateSource=resultlist,Gandhilaan 23,2622 GD Delft,"160,000",1987,77,3,2622
1547408889-718,https://www.funda.nl/koop/verkocht/delft/huis-40597227-van-miereveltlaan-27/?navigateSource=resultlist,Van Miereveltlaan 27,2612 XE Delft,"340,000",1950,106,5,2612
1547411298-1247,https://www.funda.nl/koop/verkocht/delft/huis-40762890-michiel-de-ruyterweg-25-27/?navigateSource=resultlist,Michiel de Ruyterweg 25 27,2628 BA Delft,"525,000",1930,163,9,2628
1547408689-676,https://www.funda.nl/koop/verkocht/delft/huis-49363413-griegstraat-18/?navigateSource=resultlist,Griegstraat 18,2625 AE Delft,"295,000",1993,117,5,2625
1547410577-1086,https://www.funda.nl/koop/verkocht/delft/huis-40657326-aalscholverring-34/?navigateSource=resultlist,Aalscholverring 34,2623 PD Delft,"229,500",1980,90,4,2623
1547412450-1501,https://www.funda.nl/koop/verkocht/delft/huis-40713846-himalayapad-2/?navigateSource=resultlist,Himalayapad 2,2622 JW Delft,"325,000",1989,136,6,2622
1547409198-785,https://www.funda.nl/koop/verkocht/delft/appartement-40441162-zuiddijk-16/?navigateSource=resultlist,Zuiddijk 16,2614 MJ Delft,"260,000",2010,103,4,2614
1547408521-638,https://www.funda.nl/koop/verkocht/delft/appartement-40479242-superlofts-fase-ii-bouwnr-2/?navigateSource=resultlist,Superlofts Phase II (Building No. 2),2613 RT Delft,"359,500",2018,89,3,2613
1547408812-702,https://www.funda.nl/koop/verkocht/delft/huis-40557256-jan-de-wittstraat-41/?navigateSource=resultlist,Jan de Wittstraat 41,2613 TP Delft,"225,000",1923,76,3,2613
1547408956-733,https://www.funda.nl/koop/verkocht/delft/huis-40598439-hovenierstraat-24/?navigateSource=resultlist,Hovenierstraat 24,2613 RN Delft,"300,000",1878,97,3,2613
1547408584-652,https://www.funda.nl/koop/verkocht/delft/appartement-40450669-caspar-fagelstraat-47/?navigateSource=resultlist,Caspar Fagelstraat 47,2613 GV Delft,"269,500",1933,80,3,2613
1547408086-543,https://www.funda.nl/koop/verkocht/delft/huis-49383498-gelukkig-slot-bouwnr-11/?navigateSource=resultlist,Happy Slot (Building No. 11),2614 SR Delft,"345,000",2018,125,7,2614
1547408601-656,https://www.funda.nl/koop/verkocht/delft/huis-40444741-koepoortstraat-9/?navigateSource=resultlist,Koepoortstraat 9,2612 HS Delft,"269,000",1906,71,4,2612
1547410935-1166,https://www.funda.nl/koop/verkocht/delft/appartement-40678603-roland-holstlaan-754/?navigateSource=resultlist,Roland Holstlaan 754,2624 JD Delft,"189,000",1968,76,3,2624
1547411449-1280,https://www.funda.nl/koop/verkocht/delft/huis-40875445-glenn-millerstraat-16/?navigateSource=resultlist,Glenn Millerstraat 16,2625 WM Delft,"279,000",2011,95,4,2625
1547411951-1392,https://www.funda.nl/koop/verkocht/delft/huis-40524405-klinkerbuurt-3-fase-2-bouwnr-92/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 92),2628 ZT Delft,"463,500",2018,161,5,2628
1547409481-848,https://www.funda.nl/koop/verkocht/delft/huis-40555914-liberiastraat-12/?navigateSource=resultlist,Liberiastraat 12,2622 DE Delft,"295,000",1984,111,5,2622
1547408643-665,https://www.funda.nl/koop/verkocht/delft/huis-49336740-zambezilaan-90/?navigateSource=resultlist,Zambezilaan 90,2622 LG Delft,"295,000",1990,129,5,2622
1547408897-720,https://www.funda.nl/koop/verkocht/delft/huis-40466009-jordaniestraat-30/?navigateSource=resultlist,Jordanstraat 30,2622 HT Delft,"275,000",1984,108,6,2622
1547410598-1091,https://www.funda.nl/koop/verkocht/delft/huis-40671168-uilensingel-21/?navigateSource=resultlist,Uilensingel 21,2623 HD Delft,"275,000",1980,107,5,2623
1547413196-1659,https://www.funda.nl/koop/verkocht/delft/appartement-40813208-roland-holstlaan-1045/?navigateSource=resultlist,Roland Holstlaan 1045,2624 KK Delft,"193,500",1968,76,3,2624
1547410826-1142,https://www.funda.nl/koop/verkocht/delft/huis-40589913-floris-bouwnr-8/?navigateSource=resultlist,Floris (Building No. 8),2613 JV Delft,"540,000",2018,152,6,2613
1547410278-1020,https://www.funda.nl/koop/verkocht/delft/huis-49066226-zuiverwonen-k13-bouwnr-13/?navigateSource=resultlist,ZuiverWonen (K13) (Building No. 13),2614 KH Delft,"710,600",2018,160,1,2614
1547411571-1308,https://www.funda.nl/koop/verkocht/delft/appartement-40662219-bouwnummer-bouwnr-433/?navigateSource=resultlist,Building number (Building No. 433),2611 BV Delft,"174,000",2018,30,1,2611
1547410252-1014,https://www.funda.nl/koop/verkocht/delft/huis-49066208-zuiverwonen-k7-bouwnummer-7/?navigateSource=resultlist,ZuiverWonen (K7) Building number 7,2614 KH Delft,"719,800",2018,160,1,2614
1547409860-927,https://www.funda.nl/koop/verkocht/delft/huis-40584337-argentiniestraat-55/?navigateSource=resultlist,Argentinastraat 55,2622 AT Delft,"255,000",1982,103,5,2622
1547410100-980,https://www.funda.nl/koop/verkocht/delft/huis-40662800-hugo-de-grootstraat-162/?navigateSource=resultlist,Hugo de Grootstraat 162,2613 TZ Delft,"450,000",1923,123,5,2613
1547411841-1368,https://www.funda.nl/koop/verkocht/delft/huis-40426488-klinkerbuurt-3-fase-1-bouwnr-68/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 68),2628 ZR Delft,"357,000",2018,126,5,2628
1547411996-1401,https://www.funda.nl/koop/verkocht/delft/huis-40524415-klinkerbuurt-3-fase-2-bouwnr-108/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 108),2628 ZS Delft,"450,000",2018,161,5,2628
1547410813-1139,https://www.funda.nl/koop/verkocht/delft/huis-40589900-floris-bouwnr-5/?navigateSource=resultlist,Floris (Building No. 5),2613 JV Delft,"545,000",2018,149,6,2613
1547410467-1062,https://www.funda.nl/koop/verkocht/delft/appartement-40694269-raam-100/?navigateSource=resultlist,Window 100,2611 WP Delft,"499,000",2002,137,4,2611
1547410345-1035,https://www.funda.nl/koop/verkocht/delft/appartement-40548143-menno-ter-braaklaan-191/?navigateSource=resultlist,Menno ter Braaklaan 191,2624 TD Delft,"184,000",1970,104,4,2624
1547412753-1568,https://www.funda.nl/koop/verkocht/delft/huis-40808926-hofzoom-18/?navigateSource=resultlist,Hofzoom 18,2614 VD Delft,"425,000",1995,152,5,2614
1547410556-1082,https://www.funda.nl/koop/verkocht/delft/huis-40613734-boliviastraat-22/?navigateSource=resultlist,Boliviastraat 22,2622 BL Delft,"269,000",1980,100,6,2622
1547412673-1550,https://www.funda.nl/koop/verkocht/delft/appartement-40987285-koningsplein-85-c/?navigateSource=resultlist,Koningsplein 85 c,2611 XG Delft,"219,000",1980,60,2,2611
1547411584-1310,https://www.funda.nl/koop/verkocht/delft/huis-40514906-frederik-matthesstraat-31/?navigateSource=resultlist,Frederik Matthesstraat 31,2613 ZX Delft,"259,000",1885,62,2,2613
1547409066-757,https://www.funda.nl/koop/verkocht/delft/appartement-40442346-jan-campertlaan-177/?navigateSource=resultlist,Jan Campertlaan 177,2624 PC Delft,"185,000",1972,90,3,2624
1547410117-984,https://www.funda.nl/koop/verkocht/delft/huis-40688952-moufflonlaan-3/?navigateSource=resultlist,Moufflonlaan 3,2623 EH Delft,"235,000",1978,88,4,2623
1547409563-863,https://www.funda.nl/koop/verkocht/delft/huis-40545764-hoornsestraat-16/?navigateSource=resultlist,Hoornsestraat 16,2613 PD Delft,"279,000",1940,65,4,2613
