web-scraper-order,items-links-href,Address,Address-city,Code,Price,Year,SqMtr,Rooms,Energy,Plot,Floors,Surface
1547469886-2785,https://www.funda.nl/koop/verkocht/delft/huis-86265141-burgemeestersrand-6/?navigateSource=resultlist,Burgemeestersrand 6 2625 NW Delft,2625 NW Delft,2625,290000,1999,112,5,B,171,1,171
1547469104-2628,https://www.funda.nl/koop/verkocht/delft/huis-40850443-wilhelminalaan-23/?navigateSource=resultlist,Wilhelminalaan 23 2625 LE Delft,2625 LE Delft,2625,345000,1971,131,5,D,192,1,192
1547468793-2567,https://www.funda.nl/koop/verkocht/delft/huis-86076496-breedkapper-17/?navigateSource=resultlist,Breedkapper 17 2614 SX Delft,2614 SX Delft,2614,280000,2011,80,3,A,107,1,107
1547469657-2739,https://www.funda.nl/koop/verkocht/delft/huis-40694239-annastraat-17/?navigateSource=resultlist,Annastraat 17 2611 VV Delft,2611 VV Delft,2611,575000,1883,176,6,D,118,1,118
1547469155-2638,https://www.funda.nl/koop/verkocht/delft/huis-40426467-klinkerbuurt-3-fase-1-bouwnr-122/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 122) 2628 ZR Delft,2628 ZR Delft,2628,447500,2018,166,6,A,654,1,0
1547468706-2550,https://www.funda.nl/koop/verkocht/delft/huis-40686071-van-der-heimstraat-23/?navigateSource=resultlist,Van der Heimstraat 23 2613 DZ Delft,2613 DZ Delft,2613,399000,1933,102,5,F,138,1,138
1547469229-2653,https://www.funda.nl/koop/verkocht/delft/huis-40426472-klinkerbuurt-3-fase-1-bouwnr-62/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 62) 2628 ZR Delft,2628 ZR Delft,2628,357000,2018,126,5,A,479,1,0
1547469411-2690,https://www.funda.nl/koop/verkocht/delft/huis-40524416-klinkerbuurt-3-fase-2-bouwnr-109/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 109) 2628 ZT Delft,2628 ZT Delft,2628,450000,2018,161,5,A,402,1,0
1547467651-2346,https://www.funda.nl/koop/verkocht/delft/huis-40421588-kwartelstraat-24/?navigateSource=resultlist,Kwartelstraat 24 2623 PG Delft,2623 PG Delft,2623,250000,1985,123,6,C,174,1,174
1547468168-2447,https://www.funda.nl/koop/verkocht/delft/huis-40523068-groenlandselaan-22/?navigateSource=resultlist,Groenlandselaan 22 2612 JM Delft,2612 JM Delft,2612,289500,1890,82,3,C,77,3,77
1547468255-2463,https://www.funda.nl/koop/verkocht/delft/huis-40650982-machteld-van-meterenlaan-20/?navigateSource=resultlist,Machteld van Meterenlaan 20 2628 LR Delft,2628 LR Delft,2628,600000,2005,180,8,A,10,1,144
1547470156-2840,https://www.funda.nl/koop/verkocht/delft/huis-40819215-gaaistraat-4/?navigateSource=resultlist,Gaaistraat 4 2623 HH Delft,2623 HH Delft,2623,250000,1980,98,4,C,121,1,121
1547469877-2783,https://www.funda.nl/koop/verkocht/delft/huis-40814987-noweetuinen-18/?navigateSource=resultlist,Noweetuinen 18 2614 KJ Delft,2614 KJ Delft,2614,399000,2016,131,5,A,149,1,149
1547469360-2679,https://www.funda.nl/koop/verkocht/delft/huis-40524403-klinkerbuurt-3-fase-2-bouwnr-90/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 90) 2628 ZT Delft,2628 ZT Delft,2628,453500,2018,161,5,A,402,1,0
1547467286-2273,https://www.funda.nl/koop/verkocht/delft/huis-49383413-gelukkig-slot-bouwnr-27/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 27) 2614 SR Delft,2614 SR Delft,2614,700000,2018,190,7,A,504,1,0
1547468339-2479,https://www.funda.nl/koop/verkocht/delft/huis-40682559-prof-bosschastraat-17/?navigateSource=resultlist,Prof. Bosschastraat 17 2628 HL Delft,2628 HL Delft,2628,350000,2007,129,4,A,102,1,102
1547469448-2697,https://www.funda.nl/koop/verkocht/delft/huis-40524423-klinkerbuurt-3-fase-2-bouwnr-82/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 82) 2628 ZT Delft,2628 ZT Delft,2628,363000,2018,126,4,A,315,1,0
1547468839-2576,https://www.funda.nl/koop/verkocht/delft/huis-40718769-sandinoweg-68/?navigateSource=resultlist,Sandinoweg 68 2622 DZ Delft,2622 DZ Delft,2622,310000,2000,120,4,B,5,3,109
1547467609-2337,https://www.funda.nl/koop/verkocht/delft/huis-40551427-haya-van-somerenstraat-4/?navigateSource=resultlist,Haya van Somerenstraat 4 2614 HP Delft,2614 HP Delft,2614,300000,1989,117,5,C,118,1,118
1547467839-2382,https://www.funda.nl/koop/verkocht/delft/huis-40598176-justus-van-schoonhovenstraat-23/?navigateSource=resultlist,Justus van Schoonhovenstraat 23 2613 NX Delft,2613 NX Delft,2613,339000,1940,85,4,F,92,1,92
1547469420-2692,https://www.funda.nl/koop/verkocht/delft/huis-40524418-klinkerbuurt-3-fase-2-bouwnr-111/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 111) 2628 ZT Delft,2628 ZT Delft,2628,458500,2018,161,5,A,402,1,0
1547469919-2792,https://www.funda.nl/koop/verkocht/delft/huis-40806762-wilhelminalaan-127/?navigateSource=resultlist,Wilhelminalaan 127 2625 LH Delft,2625 LH Delft,2625,365000,1970,126,5,D,177,1,177
1547467353-2287,https://www.funda.nl/koop/verkocht/delft/huis-49383427-gelukkig-slot-bouwnr-22/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 22) 2614 SR Delft,2614 SR Delft,2614,384000,2018,131,5,A,340,1,0
1547468455-2501,https://www.funda.nl/koop/verkocht/delft/huis-40534032-raamstraat-110/?navigateSource=resultlist,Raamstraat 110 2613 SG Delft,2613 SG Delft,2613,215000,1934,63,4,F,6,1,68
1547469346-2677,https://www.funda.nl/koop/verkocht/delft/huis-40524491-klinkerbuurt-3-fase-2-bouwnr-88/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 88) 2628 ZT Delft,2628 ZT Delft,2628,460000,2018,161,5,A,402,1,0
1547468919-2592,https://www.funda.nl/koop/verkocht/delft/huis-40589059-guldenwater-5-bouwnr-506/?navigateSource=resultlist,Guldenwater 5 (Bouwnr. 506) 2613 JV Delft,2613 JV Delft,2613,725000,2018,199,7,A,570,1,0
1547467759-2366,https://www.funda.nl/koop/verkocht/delft/huis-49269279-buitenwatersloot-347/?navigateSource=resultlist,Buitenwatersloot 347 2614 GS Delft,2614 GS Delft,2614,995000,1962,366,7,F,9,1,900
1547467907-2395,https://www.funda.nl/koop/verkocht/delft/huis-49378099-marlot-de-zeel-bouwnr-6/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 6) 2614 Delft,2614 Delft,2614,330500,2018,123,5,A,332,1,0
1547467328-2282,https://www.funda.nl/koop/verkocht/delft/huis-49383412-gelukkig-slot-bouwnr-17/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 17) 2614 SR Delft,2614 SR Delft,2614,376000,2018,131,5,A,340,1,0
1547467937-2401,https://www.funda.nl/koop/verkocht/delft/huis-49378005-marlot-de-zeel-bouwnr-12/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 12) 2614 Delft,2614 Delft,2614,342000,2018,123,5,A,332,1,0
1547469779-2764,https://www.funda.nl/koop/verkocht/delft/huis-40610836-graswinckelstraat-54/?navigateSource=resultlist,Graswinckelstraat 54 2613 PX Delft,2613 PX Delft,2613,269000,1885,78,4,C,54,1,54
1547469606-2729,https://www.funda.nl/koop/verkocht/delft/huis-40627147-prof-oudemansstraat-84/?navigateSource=resultlist,Prof. Oudemansstraat 84 2628 KG Delft,2628 KG Delft,2628,285000,1949,101,5,E,126,1,126
1547468596-2528,https://www.funda.nl/koop/verkocht/delft/huis-86040801-koetlaan-76/?navigateSource=resultlist,Koetlaan 76 2625 KT Delft,2625 KT Delft,2625,349000,1970,126,6,C,8,1,184
1547468564-2522,https://www.funda.nl/koop/verkocht/delft/huis-40606802-van-bleyswijckstraat-15/?navigateSource=resultlist,Van Bleyswijckstraat 15 2613 RP Delft,2613 RP Delft,2613,235000,1896,63,4,F,5,1,51
1547467628-2341,https://www.funda.nl/koop/verkocht/delft/huis-40403364-toscaninipad-3/?navigateSource=resultlist,Toscaninipad 3 2625 ZG Delft,2625 ZG Delft,2625,265000,1991,119,5,C,5,1,112
1547467090-2234,https://www.funda.nl/koop/verkocht/delft/huis-40472374-eisenhowerlaan-51/?navigateSource=resultlist,Eisenhowerlaan 51 2625 GE Delft,2625 GE Delft,2625,299000,1971,125,5,E,272,2,272
1547468293-2470,https://www.funda.nl/koop/verkocht/delft/huis-40663718-lookwatering-38/?navigateSource=resultlist,Lookwatering 38 2614 KA Delft,2614 KA Delft,2614,640000,1995,135,6,B,526,1,153
1547467076-2231,https://www.funda.nl/koop/verkocht/delft/huis-40410388-graswinckelstraat-14/?navigateSource=resultlist,Graswinckelstraat 14 2613 PW Delft,2613 PW Delft,2613,214500,1906,67,3,F,60,2,60
1547469671-2742,https://www.funda.nl/koop/verkocht/delft/huis-40850350-rietveld-179/?navigateSource=resultlist,Rietveld 179 2611 LK Delft,2611 LK Delft,2611,230000,1906,53,3,D,62,2,47
1547469914-2791,https://www.funda.nl/koop/verkocht/delft/huis-40810820-azielaan-368/?navigateSource=resultlist,Aziëlaan 368 2622 JP Delft,2622 JP Delft,2622,325000,1988,135,6,A,7,1,144
1547469136-2634,https://www.funda.nl/koop/verkocht/delft/huis-49343765-oude-delft-130/?navigateSource=resultlist,Oude Delft 130 2611 CG Delft,2611 CG Delft,2611,880000,1906,198,9,D,130,1,130
1547470081-2825,https://www.funda.nl/koop/verkocht/delft/huis-40919008-wielengahof-47/?navigateSource=resultlist,Wielengahof 47 2625 LK Delft,2625 LK Delft,2625,325000,1970,130,6,C,137,1,137
1547470049-2818,https://www.funda.nl/koop/verkocht/delft/huis-40832777-azielaan-323/?navigateSource=resultlist,Aziëlaan 323 2622 JM Delft,2622 JM Delft,2622,449000,1989,185,8,C,16,1,284
1547469793-2767,https://www.funda.nl/koop/verkocht/delft/huis-40840643-handboogstraat-5/?navigateSource=resultlist,Handboogstraat 5 2613 PZ Delft,2613 PZ Delft,2613,275000,1880,86,5,F,55,1,55
1547468816-2572,https://www.funda.nl/koop/verkocht/delft/huis-40662187-van-zuylen-van-nijeveltstraat-1/?navigateSource=resultlist,Van Zuylen van Nijeveltstraat 1 2613 CW Delft,2613 CW Delft,2613,319000,1930,84,4,D,71,1,71
1547467094-2235,https://www.funda.nl/koop/verkocht/delft/huis-49395215-annastraat-37/?navigateSource=resultlist,Annastraat 37 2611 VW Delft,2611 VW Delft,2611,585000,1895,170,8,F,3,1,104
1547467128-2242,https://www.funda.nl/koop/verkocht/delft/huis-40499730-kalfjeslaan-95/?navigateSource=resultlist,Kalfjeslaan 95 2623 AD Delft,2623 AD Delft,2623,265000,1977,104,4,C,9,1,144
1547469835-2775,https://www.funda.nl/koop/verkocht/delft/huis-40808233-cellebroerstraat-55/?navigateSource=resultlist,Cellebroerstraat 55 2611 NB Delft,2611 NB Delft,2611,235000,1850,53,3,E,5,1,56
1547469061-2619,https://www.funda.nl/koop/verkocht/delft/huis-40544595-archipellaan-13/?navigateSource=resultlist,Archipellaan 13 2612 GB Delft,2612 GB Delft,2612,275000,1944,85,4,F,170,1,91
1547468348-2481,https://www.funda.nl/koop/verkocht/delft/huis-40543402-adriaan-pauwstraat-92/?navigateSource=resultlist,Adriaan Pauwstraat 92 2613 DB Delft,2613 DB Delft,2613,385000,1934,104,4,F,4,1,105
1547469243-2656,https://www.funda.nl/koop/verkocht/delft/huis-40426485-klinkerbuurt-3-fase-1-bouwnr-65/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 65) 2628 ZR Delft,2628 ZR Delft,2628,357000,2018,126,5,A,479,1,0
1547469755-2759,https://www.funda.nl/koop/verkocht/delft/huis-40817441-hof-van-robijn-1/?navigateSource=resultlist,Hof van Robijn 1 2614 TK Delft,2614 TK Delft,2614,325000,1995,119,5,B,6,1,93
1547469830-2774,https://www.funda.nl/koop/verkocht/delft/huis-40549644-julianalaan-108/?navigateSource=resultlist,Julianalaan 108 2628 BK Delft,2628 BK Delft,2628,639000,1930,196,7,E,4,1,158
1547468624-2534,https://www.funda.nl/koop/verkocht/delft/huis-40671168-uilensingel-21/?navigateSource=resultlist,Uilensingel 21 2623 HD Delft,2623 HD Delft,2623,275000,1980,107,5,C,133,1,133
1547468450-2500,https://www.funda.nl/koop/verkocht/delft/huis-40524525-gerbrandylaan-42/?navigateSource=resultlist,Gerbrandylaan 42 2625 LR Delft,2625 LR Delft,2625,650000,1972,164,6,D,31,1,662
1547467623-2340,https://www.funda.nl/koop/verkocht/delft/huis-40440638-kluutring-21/?navigateSource=resultlist,Kluutring 21 2623 NM Delft,2623 NM Delft,2623,275000,1980,145,6,C,158,1,158
1547469299-2667,https://www.funda.nl/koop/verkocht/delft/huis-40426496-klinkerbuurt-3-fase-1-bouwnr-76/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 76) 2628 ZR Delft,2628 ZR Delft,2628,356000,2018,126,5,A,479,1,0
1547467825-2379,https://www.funda.nl/koop/verkocht/delft/huis-40584390-koepoortstraat-3/?navigateSource=resultlist,Koepoortstraat 3 2612 HS Delft,2612 HS Delft,2612,275000,1891,83,4,F,3,1,66
1547469178-2643,https://www.funda.nl/koop/verkocht/delft/huis-40426462-klinkerbuurt-3-fase-1-bouwnr-127/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 127) 2628 ZR Delft,2628 ZR Delft,2628,440000,2018,161,6,A,640,1,0
1547467052-2227,https://www.funda.nl/koop/verkocht/delft/huis-40460063-tuindersvaart-38/?navigateSource=resultlist,Tuindersvaart 38 2614 SK Delft,2614 SK Delft,2614,385000,2014,146,5,A,135,1,135
1547468463-2502,https://www.funda.nl/koop/verkocht/delft/huis-40696114-doelenstraat-40-42/?navigateSource=resultlist,Doelenstraat 40 42 2611 NT Delft,2611 NT Delft,2611,395000,1906,85,4,E,50,1,50
1547468075-2428,https://www.funda.nl/koop/verkocht/delft/huis-40525320-hoefslagendreef-86/?navigateSource=resultlist,Hoefslagendreef 86 2614 MM Delft,2614 MM Delft,2614,345000,2014,120,5,A,111,1,65
1547468629-2535,https://www.funda.nl/koop/verkocht/delft/huis-40606958-hof-van-zilverlicht-16/?navigateSource=resultlist,Hof van Zilverlicht 16 2614 TW Delft,2614 TW Delft,2614,325000,1994,122,6,B,11,1,108
1547468007-2415,https://www.funda.nl/koop/verkocht/delft/huis-40571867-landschapstraat-3/?navigateSource=resultlist,Landschapstraat 3 2614 WZ Delft,2614 WZ Delft,2614,719000,1996,215,5,B,46,1,252
1547467870-2388,https://www.funda.nl/koop/verkocht/delft/huis-40524700-buitenwatersloot-146/?navigateSource=resultlist,Buitenwatersloot 146 2613 SV Delft,2613 SV Delft,2613,159000,1906,38,3,F,39,2,34
1547467385-2293,https://www.funda.nl/koop/verkocht/delft/huis-49330168-paxlaan-3/?navigateSource=resultlist,Paxlaan 3 2613 GC Delft,2613 GC Delft,2613,475000,1906,150,5,F,169,1,46
1547469280-2663,https://www.funda.nl/koop/verkocht/delft/huis-40426482-klinkerbuurt-3-fase-1-bouwnr-72/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 72) 2628 ZR Delft,2628 ZR Delft,2628,356000,2018,126,5,A,479,1,0
1547468422-2495,https://www.funda.nl/koop/verkocht/delft/huis-49066225-zuiverwonen-k12-bouwnummer-12/?navigateSource=resultlist,ZuiverWonen (K12) Bouwnummer 12 2614 KH Delft,2614 KH Delft,2614,712430,2018,160,1,A,463,1,0
1547469988-2806,https://www.funda.nl/koop/verkocht/delft/huis-40832188-lookwatering-47/?navigateSource=resultlist,Lookwatering 47 2614 KA Delft,2614 KA Delft,2614,985000,1909,238,5,G,845,1,820
1547468933-2595,https://www.funda.nl/koop/verkocht/delft/huis-40762890-michiel-de-ruyterweg-25-27/?navigateSource=resultlist,Michiel de Ruyterweg 25 27 2628 BA Delft,2628 BA Delft,2628,525000,1930,163,9,G,88,1,88
1547468685-2546,https://www.funda.nl/koop/verkocht/delft/huis-40476578-singelstraat-28-30/?navigateSource=resultlist,Singelstraat 28 -30 2613 EP Delft,2613 EP Delft,2613,425000,1895,194,12,F,23,1,87
1547469099-2627,https://www.funda.nl/koop/verkocht/delft/huis-40855824-buenos-airesstraat-17/?navigateSource=resultlist,Buenos Airesstraat 17 2622 AX Delft,2622 AX Delft,2622,295000,1980,106,6,C,102,2,102
1547469504-2708,https://www.funda.nl/koop/verkocht/delft/huis-40524434-klinkerbuurt-3-fase-2-bouwnr-114/?navigateSource=resultlist,Klinkerbuurt 3 fase 2 (Bouwnr. 114) 2628 ZT Delft,2628 ZT Delft,2628,519000,2018,177,5,A,442,1,0
1547468389-2488,https://www.funda.nl/koop/verkocht/delft/huis-40667976-hoflandendreef-403/?navigateSource=resultlist,Hoflandendreef 403 2614 MT Delft,2614 MT Delft,2614,315000,2019,110,5,A,86,1,86
1547467946-2403,https://www.funda.nl/koop/verkocht/delft/huis-49378007-marlot-de-jager-bouwnr-14/?navigateSource=resultlist,Marlot De Jager (Bouwnr. 14) 2614 Delft,2614 Delft,2614,352000,2018,142,5,A,383,1,0
1547467267-2270,https://www.funda.nl/koop/verkocht/delft/huis-49383400-gelukkig-slot-bouwnr-37/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 37) 2614 SR Delft,2614 SR Delft,2614,485000,2018,175,5,A,470,1,0
1547468158-2445,https://www.funda.nl/koop/verkocht/delft/huis-40659672-hovenierstraat-34/?navigateSource=resultlist,Hovenierstraat 34 2613 RN Delft,2613 RN Delft,2613,225000,1878,88,3,G,61,1,61
1547467478-2311,https://www.funda.nl/koop/verkocht/delft/huis-40446536-zambezilaan-88/?navigateSource=resultlist,Zambezilaan 88 2622 LG Delft,2622 LG Delft,2622,300000,1990,135,6,B,5,1,113
1547469616-2731,https://www.funda.nl/koop/verkocht/delft/huis-86216674-lepelaarstraat-46/?navigateSource=resultlist,Lepelaarstraat 46 2623 NX Delft,2623 NX Delft,2623,250000,1979,94,4,A,14,1,121
1547467346-2286,https://www.funda.nl/koop/verkocht/delft/huis-49383426-gelukkig-slot-bouwnr-21/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 21) 2614 SR Delft,2614 SR Delft,2614,379000,2018,131,5,A,340,1,0
1547467974-2408,https://www.funda.nl/koop/verkocht/delft/huis-40595642-justus-van-schoonhovenstraat-1/?navigateSource=resultlist,Justus van Schoonhovenstraat 1 2613 NX Delft,2613 NX Delft,2613,225000,1940,65,4,F,4,1,84
1547467614-2338,https://www.funda.nl/koop/verkocht/delft/huis-49185777-voorstraat-70/?navigateSource=resultlist,Voorstraat 70 2611 JS Delft,2611 JS Delft,2611,1125000,1906,347,10,E,394,1,180
1547469713-2751,https://www.funda.nl/koop/verkocht/delft/huis-40868316-houthaak-5/?navigateSource=resultlist,Houthaak 5 2611 LD Delft,2611 LD Delft,2611,245000,1890,59,2,F,43,2,43
1547467362-2288,https://www.funda.nl/koop/verkocht/delft/huis-40495764-rotterdamseweg-45/?navigateSource=resultlist,Rotterdamseweg 45 2628 AJ Delft,2628 AJ Delft,2628,319500,1892,94,5,D,8,1,88
1547470123-2833,https://www.funda.nl/koop/verkocht/delft/huis-40870350-henry-dunantlaan-15/?navigateSource=resultlist,Henry Dunantlaan 15 2614 GJ Delft,2614 GJ Delft,2614,399000,1965,152,6,C,8,1,165
1547469047-2617,https://www.funda.nl/koop/verkocht/delft/huis-40869625-molenweide-34/?navigateSource=resultlist,Molenweide 34 2614 LK Delft,2614 LK Delft,2614,499000,2007,182,6,A,38,1,38
1547467427-2302,https://www.funda.nl/koop/verkocht/delft/huis-40492337-sint-olofsstraat-13/?navigateSource=resultlist,Sint Olofsstraat 13 2613 EK Delft,2613 EK Delft,2613,312000,1906,97,5,F,75,1,75
1547469774-2763,https://www.funda.nl/koop/verkocht/delft/huis-40863408-rembrandtstraat-15/?navigateSource=resultlist,Rembrandtstraat 15 2612 XL Delft,2612 XL Delft,2612,249500,1912,74,3,F,86,1,86
1547467879-2390,https://www.funda.nl/koop/verkocht/delft/huis-49378094-marlot-de-zeel-bouwnr-1/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 1) 2614 Delft,2614 Delft,2614,337000,2018,123,5,A,332,1,0
1547468054-2424,https://www.funda.nl/koop/verkocht/delft/huis-40545764-hoornsestraat-16/?navigateSource=resultlist,Hoornsestraat 16 2613 PD Delft,2613 PD Delft,2613,279000,1940,65,4,D,58,1,58
1547469578-2723,https://www.funda.nl/koop/verkocht/delft/huis-40689712-koornmarkt-25/?navigateSource=resultlist,Koornmarkt 25 2611 EB Delft,2611 EB Delft,2611,700000,1906,197,6,F,25,1,122
1547467445-2304,https://www.funda.nl/koop/verkocht/delft/huis-40416142-pluympot-18/?navigateSource=resultlist,Pluympot 18 2611 LZ Delft,2611 LZ Delft,2611,259000,1906,60,3,F,60,1,60
1547467917-2397,https://www.funda.nl/koop/verkocht/delft/huis-49378091-marlot-de-zeel-bouwnr-8/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 8) 2614 Delft,2614 Delft,2614,342000,2018,123,5,A,332,1,0
1547469183-2644,https://www.funda.nl/koop/verkocht/delft/huis-40426473-klinkerbuurt-3-fase-1-bouwnr-128/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 128) 2628 ZR Delft,2628 ZR Delft,2628,432500,2018,161,6,A,613,1,0
1547469206-2648,https://www.funda.nl/koop/verkocht/delft/huis-40426477-klinkerbuurt-3-fase-1-bouwnr-131/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 131) 2628 ZR Delft,2628 ZR Delft,2628,530000,2018,177,6,A,676,1,0
1547467685-2352,https://www.funda.nl/koop/verkocht/delft/huis-40431741-molslaan-157/?navigateSource=resultlist,Molslaan 157 2611 RL Delft,2611 RL Delft,2611,275000,1874,87,4,F,4,1,27
1547468031-2420,https://www.funda.nl/koop/verkocht/delft/huis-40427475-laan-van-overvest-1-b/?navigateSource=resultlist,Laan van Overvest 1 B 2613 DK Delft,2613 DK Delft,2613,259000,1961,72,3,E,109,1,109
1547467492-2314,https://www.funda.nl/koop/verkocht/delft/huis-40492986-van-der-kamlaan-1/?navigateSource=resultlist,Van der Kamlaan 1 2625 KL Delft,2625 KL Delft,2625,315000,1969,115,5,D,243,1,243
1547468610-2531,https://www.funda.nl/koop/verkocht/delft/huis-40657326-aalscholverring-34/?navigateSource=resultlist,Aalscholverring 34 2623 PD Delft,2623 PD Delft,2623,229500,1980,90,4,C,115,2,115
1547468530-2515,https://www.funda.nl/koop/verkocht/delft/huis-40672175-volmolen-17/?navigateSource=resultlist,Volmolen 17 2614 LS Delft,2614 LS Delft,2614,420000,2006,139,7,A,104,1,104
1547467399-2296,https://www.funda.nl/koop/verkocht/delft/huis-86831300-molensingel-58/?navigateSource=resultlist,Molensingel 58 2614 LB Delft,2614 LB Delft,2614,525000,2007,206,7,A,124,1,124
1547468334-2478,https://www.funda.nl/koop/verkocht/delft/huis-40691296-delfgauwseweg-217/?navigateSource=resultlist,Delfgauwseweg 217 2628 EN Delft,2628 EN Delft,2628,469000,1944,140,6,C,148,1,148
1547467239-2264,https://www.funda.nl/koop/verkocht/delft/huis-49383404-gelukkig-slot-bouwnr-24/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 24) 2614 SR Delft,2614 SR Delft,2614,499500,2018,178,5,A,480,1,0
1547467183-2253,https://www.funda.nl/koop/verkocht/delft/huis-49383482-gelukkig-slot-bouwnr-5/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 5) 2614 SR Delft,2614 SR Delft,2614,395000,2018,175,7,A,470,1,0
1547468891-2587,https://www.funda.nl/koop/verkocht/delft/huis-40486650-burgemeestersrand-84/?navigateSource=resultlist,Burgemeestersrand 84 2625 NX Delft,2625 NX Delft,2625,382500,1999,150,6,B,10,1,158
1547468807-2570,https://www.funda.nl/koop/verkocht/delft/huis-40527065-raad-van-europalaan-23/?navigateSource=resultlist,Raad van Europalaan 23 2625 PA Delft,2625 PA Delft,2625,450000,1998,200,4,B,18,1,232
1547467764-2367,https://www.funda.nl/koop/verkocht/delft/huis-40572644-valkenlaan-62/?navigateSource=resultlist,Valkenlaan 62 2623 HR Delft,2623 HR Delft,2623,289000,1990,102,4,C,132,1,132
1547469043-2616,https://www.funda.nl/koop/verkocht/delft/huis-40616936-lepelaarstraat-28/?navigateSource=resultlist,Lepelaarstraat 28 2623 NX Delft,2623 NX Delft,2623,265000,1980,103,5,B,20,1,108
1547467141-2244,https://www.funda.nl/koop/verkocht/delft/huis-40402848-dijkshoornseweg-203/?navigateSource=resultlist,Dijkshoornseweg 203 2614 KC Delft,2614 KC Delft,2614,250000,1915,84,3,F,112,1,112
1547467202-2257,https://www.funda.nl/koop/verkocht/delft/huis-49383496-gelukkig-slot-bouwnr-9/?navigateSource=resultlist,Gelukkig Slot (Bouwnr. 9) 2614 SR Delft,2614 SR Delft,2614,395000,2018,175,7,A,470,1,0
1547467851-2384,https://www.funda.nl/koop/verkocht/delft/huis-40529518-pelikaansingel-45/?navigateSource=resultlist,Pelikaansingel 45 2623 JJ Delft,2623 JJ Delft,2623,245000,1987,82,4,C,108,2,108
1547468413-2493,https://www.funda.nl/koop/verkocht/delft/huis-49066202-zuiverwonen-k8-bouwnummer-8/?navigateSource=resultlist,ZuiverWonen (K8) Bouwnummer 8 2614 KH Delft,2614 KH Delft,2614,762760,2018,160,1,A,564,1,0
1547469928-2794,https://www.funda.nl/koop/verkocht/delft/huis-40813887-churchilllaan-42/?navigateSource=resultlist,Churchilllaan 42 2625 GW Delft,2625 GW Delft,2625,259000,1969,118,5,C,6,1,151
1547467927-2399,https://www.funda.nl/koop/verkocht/delft/huis-49378003-marlot-de-zeel-bouwnr-10/?navigateSource=resultlist,Marlot De Zeel (Bouwnr. 10) 2614 Delft,2614 Delft,2614,337000,2018,123,5,A,332,1,0
1547468968-2602,https://www.funda.nl/koop/verkocht/delft/huis-40507698-delfgauwseweg-214/?navigateSource=resultlist,Delfgauwseweg 214 2628 EX Delft,2628 EX Delft,2628,895000,1930,194,6,G,3,1,647
1547467665-2348,https://www.funda.nl/koop/verkocht/delft/huis-40550649-derde-werelddreef-273/?navigateSource=resultlist,Derde Werelddreef 273 2622 HK Delft,2622 HK Delft,2622,235000,1990,82,4,C,179,1,179
1547470151-2839,https://www.funda.nl/koop/verkocht/delft/huis-40829706-mexicohof-17/?navigateSource=resultlist,Mexicohof 17 2622 AE Delft,2622 AE Delft,2622,274500,1981,119,5,C,7,1,100
1547468380-2486,https://www.funda.nl/koop/verkocht/delft/huis-40523689-spoorsingel-98/?navigateSource=resultlist,Spoorsingel 98 2613 BC Delft,2613 BC Delft,2613,595000,1933,159,5,B,6,1,155
1547469266-2661,https://www.funda.nl/koop/verkocht/delft/huis-40426480-klinkerbuurt-3-fase-1-bouwnr-70/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 70) 2628 ZR Delft,2628 ZR Delft,2628,373000,2018,126,5,A,512,1,0
1547469290-2665,https://www.funda.nl/koop/verkocht/delft/huis-40426494-klinkerbuurt-3-fase-1-bouwnr-74/?navigateSource=resultlist,Klinkerbuurt 3 fase 1 (Bouwnr. 74) 2628 ZR Delft,2628 ZR Delft,2628,356000,2018,126,5,A,479,1,0
